;Survived;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Embarked
787;0;3;996.0;1.0;8.0;4;1;659.0;29.125;1.0
788;1;3;315.0;1.0;1.0;1;2;745.0;20.575;2.0
789;0;1;473.0;1.0;46.0;0;0;810.0;79.2;0.0
790;0;3;632.0;1.0;29.881137667304014;0;0;85.0;7.75;1.0
791;0;2;429.0;1.0;16.0;0;0;182.0;26.0;2.0
792;0;3;1052.0;0.0;29.881137667304014;8;2;776.0;69.55;2.0
793;0;1;565.0;1.0;29.881137667304014;0;0;817.0;30.6958;0.0
794;0;3;301.0;1.0;25.0;0;0;486.0;7.8958;2.0
795;0;2;908.0;1.0;39.0;0;0;304.0;13.0;2.0
796;1;1;685.0;0.0;49.0;0;0;111.0;25.9292;2.0
797;1;3;905.0;0.0;31.0;0;0;527.0;8.6833;2.0
798;0;3;570.0;1.0;30.0;0;0;280.0;7.2292;0.0
799;0;3;1208.0;0.0;30.0;1;1;425.0;24.15;2.0
800;0;2;972.0;1.0;34.0;0;0;219.0;13.0;2.0
801;1;2;255.0;0.0;31.0;1;1;756.0;26.25;2.0
802;1;1;207.0;1.0;11.0;1;2;43.0;120.0;2.0
803;1;3;1175.0;1.0;0.42;0;1;233.0;8.5167;0.0
804;1;3;520.0;1.0;27.0;0;0;465.0;6.975;2.0
805;0;3;597.0;1.0;31.0;0;0;440.0;7.775;2.0
806;0;1;46.0;1.0;39.0;0;0;15.0;0.0;2.0
807;0;3;962.0;0.0;18.0;0;0;463.0;7.775;2.0
808;0;2;792.0;1.0;39.0;0;0;205.0;13.0;2.0
809;1;1;222.0;0.0;33.0;1;0;67.0;53.1;2.0
810;0;3;17.0;1.0;26.0;0;0;468.0;7.8875;2.0
811;0;3;700.0;1.0;39.0;0;0;717.0;24.15;2.0
812;0;2;1109.0;1.0;35.0;0;0;303.0;10.5;2.0
813;0;3;32.0;0.0;6.0;4;2;459.0;31.275;2.0
814;0;3;1187.0;1.0;30.5;0;0;588.0;8.05;2.0
815;0;1;419.0;1.0;29.881137667304014;0;0;19.0;0.0;2.0
816;0;3;524.0;0.0;23.0;0;0;912.0;7.925;2.0
817;0;2;748.0;1.0;31.0;1;1;841.0;37.0042;0.0
818;0;3;552.0;1.0;43.0;0;0;772.0;6.45;2.0
819;0;3;1102.0;1.0;10.0;3;2;464.0;27.9;2.0
820;1;1;517.0;0.0;52.0;1;1;86.0;93.5;2.0
821;1;3;728.0;1.0;27.0;0;0;362.0;8.6625;2.0
822;0;1;988.0;1.0;38.0;0;0;125.0;0.0;2.0
823;1;3;813.0;0.0;27.0;0;1;669.0;12.475;2.0
824;0;3;921.0;1.0;2.0;4;1;335.0;39.6875;2.0
825;0;3;389.0;1.0;29.881137667304014;0;0;616.0;6.95;1.0
826;0;3;672.0;1.0;29.881137667304014;0;0;104.0;56.4958;2.0
827;1;2;747.0;1.0;1.0;0;2;841.0;37.0042;0.0
828;1;3;768.0;1.0;29.881137667304014;0;0;610.0;7.75;1.0
829;1;1;1145.0;0.0;62.0;0;0;42.0;80.0;2.0
830;1;3;1285.0;0.0;15.0;1;0;253.0;14.4542;0.0
831;1;2;999.0;1.0;0.83;1;1;321.0;18.75;2.0
832;0;3;1040.0;1.0;29.881137667304014;0;0;266.0;7.2292;0.0
833;0;3;73.0;1.0;23.0;0;0;473.0;7.8542;2.0
834;0;3;27.0;1.0;18.0;0;0;139.0;8.3;2.0
835;1;1;256.0;0.0;39.0;1;1;832.0;83.1583;0.0
836;0;3;930.0;1.0;21.0;0;0;361.0;8.6625;2.0
837;0;3;1096.0;1.0;29.881137667304014;0;0;667.0;8.05;2.0
838;1;3;231.0;1.0;32.0;0;0;104.0;56.4958;2.0
839;1;1;755.0;1.0;29.881137667304014;0;0;79.0;29.7;0.0
840;0;3;18.0;1.0;20.0;0;0;888.0;7.925;2.0
841;0;2;829.0;1.0;16.0;0;0;844.0;10.5;2.0
842;1;1;1077.0;0.0;30.0;0;0;62.0;31.0;0.0
843;0;3;695.0;1.0;34.5;0;0;278.0;6.4375;0.0
844;0;3;284.0;1.0;17.0;0;0;354.0;8.6625;2.0
845;0;3;0.0;1.0;42.0;0;0;767.0;7.55;2.0
846;0;3;1053.0;1.0;29.881137667304014;8;2;776.0;69.55;2.0
847;0;3;756.0;1.0;35.0;0;0;496.0;7.8958;0.0
848;0;2;501.0;1.0;28.0;0;1;207.0;33.0;2.0
849;1;1;448.0;0.0;29.881137667304014;1;0;108.0;89.1042;0.0
850;0;3;31.0;1.0;4.0;4;2;459.0;31.275;2.0
851;0;3;1159.0;1.0;74.0;0;0;437.0;7.775;2.0
852;0;3;138.0;0.0;9.0;1;1;273.0;15.2458;0.0
853;1;1;714.0;0.0;16.0;0;1;809.0;39.4;2.0
854;0;2;210.0;0.0;44.0;1;0;191.0;26.0;2.0
855;1;3;14.0;0.0;18.0;0;1;666.0;9.35;2.0
856;1;1;1258.0;0.0;45.0;1;1;626.0;164.8667;2.0
857;1;1;294.0;1.0;51.0;0;0;33.0;26.55;2.0
858;1;3;81.0;0.0;24.0;0;3;260.0;19.2583;0.0
859;0;3;982.0;1.0;29.881137667304014;0;0;237.0;7.2292;0.0
860;0;3;489.0;1.0;41.0;2;0;546.0;14.1083;2.0
861;0;2;439.0;1.0;21.0;1;0;302.0;11.5;2.0
862;1;1;1164.0;0.0;48.0;0;0;112.0;25.9292;2.0
863;0;3;1051.0;0.0;29.881137667304014;8;2;776.0;69.55;2.0
864;0;2;442.0;1.0;24.0;0;0;154.0;13.0;2.0
865;1;2;177.0;0.0;42.0;0;0;161.0;13.0;2.0
866;1;2;356.0;0.0;27.0;1;0;861.0;13.8583;0.0
867;0;1;1013.0;1.0;31.0;0;0;807.0;50.4958;2.0
868;0;3;1306.0;1.0;29.881137667304014;0;0;428.0;9.5;2.0
869;1;3;600.0;1.0;4.0;1;1;477.0;11.1333;2.0
870;0;3;86.0;1.0;26.0;0;0;531.0;7.8958;2.0
871;1;1;111.0;0.0;47.0;1;1;70.0;52.5542;2.0
872;0;1;202.0;1.0;33.0;0;0;688.0;5.0;2.0
873;0;3;1212.0;1.0;47.0;0;0;419.0;9.0;2.0
874;1;2;7.0;0.0;28.0;1;0;789.0;24.0;0.0
875;1;3;839.0;0.0;15.0;0;0;261.0;7.225;0.0
876;0;3;474.0;1.0;20.0;0;0;691.0;9.8458;2.0
877;0;3;959.0;1.0;19.0;0;0;495.0;7.8958;2.0
878;0;3;670.0;1.0;29.881137667304014;0;0;500.0;7.8958;2.0
879;1;1;975.0;0.0;56.0;0;1;75.0;83.1583;0.0
880;1;2;1083.0;0.0;25.0;0;1;147.0;26.0;2.0
881;0;3;757.0;1.0;33.0;0;0;540.0;7.8958;2.0
882;0;3;290.0;0.0;22.0;0;0;697.0;10.5167;2.0
883;0;2;88.0;1.0;28.0;0;0;741.0;10.5;2.0
884;0;3;1157.0;1.0;25.0;0;0;891.0;7.05;2.0
885;0;3;997.0;0.0;39.0;0;5;659.0;29.125;1.0
886;0;2;811.0;1.0;27.0;0;0;130.0;13.0;2.0
887;1;1;464.0;0.0;19.0;0;0;18.0;30.0;2.0
888;0;3;607.0;0.0;29.881137667304014;1;2;923.0;23.45;2.0
889;1;1;113.0;1.0;26.0;0;0;11.0;30.0;0.0
890;0;3;338.0;1.0;32.0;0;0;642.0;7.75;1.0
891;0;3;638.0;1.0;34.5;0;0;376.0;7.8292;1.0
892;1;3;1266.0;0.0;47.0;1;0;582.0;7.0;2.0
893;0;2;837.0;1.0;62.0;0;0;184.0;9.6875;1.0
894;0;3;1278.0;1.0;27.0;0;0;366.0;8.6625;2.0
895;1;3;543.0;0.0;22.0;1;1;338.0;12.2875;2.0
896;0;3;1160.0;1.0;14.0;0;0;692.0;9.225;2.0
897;1;3;261.0;0.0;30.0;0;0;389.0;7.6292;1.0
898;0;2;185.0;1.0;26.0;1;1;211.0;29.0;2.0
899;1;3;9.0;0.0;18.0;0;0;251.0;7.2292;0.0
900;0;3;308.0;1.0;21.0;2;0;717.0;24.15;2.0
901;0;3;573.0;1.0;29.881137667304014;0;0;503.0;7.8958;2.0
902;0;1;610.0;1.0;46.0;0;0;687.0;26.0;2.0
903;1;1;1122.0;0.0;23.0;1;0;131.0;82.2667;2.0
904;0;2;562.0;1.0;63.0;1;0;185.0;26.0;2.0
905;1;1;220.0;0.0;47.0;1;0;926.0;61.175;2.0
906;1;2;1302.0;0.0;24.0;1;0;864.0;27.7208;0.0
907;0;2;633.0;1.0;35.0;0;0;153.0;12.35;1.0
908;0;3;65.0;1.0;21.0;0;0;287.0;7.225;0.0
909;1;3;574.0;0.0;27.0;1;0;899.0;7.925;2.0
910;1;3;66.0;0.0;45.0;0;0;291.0;7.225;0.0
911;0;1;1027.0;1.0;55.0;1;0;819.0;59.4;0.0
912;0;3;892.0;1.0;9.0;0;1;769.0;3.1708;2.0
913;1;1;385.0;0.0;29.881137667304014;0;0;815.0;31.6833;2.0
914;0;1;1274.0;1.0;21.0;0;1;814.0;61.3792;0.0
915;1;1;1039.0;0.0;48.0;1;3;824.0;262.375;0.0
916;0;3;1011.0;1.0;50.0;1;0;723.0;14.5;2.0
917;1;1;906.0;0.0;22.0;0;1;39.0;61.9792;0.0
918;0;3;288.0;1.0;22.5;0;0;293.0;7.225;0.0
919;0;1;151.0;1.0;41.0;0;0;32.0;30.5;2.0
920;0;3;1063.0;1.0;29.881137667304014;2;0;256.0;21.6792;0.0
921;0;2;725.0;1.0;50.0;1;0;854.0;26.0;2.0
922;0;2;585.0;1.0;24.0;2;0;754.0;31.5;2.0
923;1;3;318.0;0.0;33.0;1;2;745.0;20.575;2.0
924;1;3;609.0;0.0;29.881137667304014;1;2;923.0;23.45;2.0
925;0;1;807.0;1.0;30.0;1;0;91.0;57.75;0.0
926;0;3;630.0;1.0;18.5;0;0;277.0;7.2292;0.0
927;1;3;1025.0;0.0;29.881137667304014;0;0;406.0;8.05;2.0
928;1;3;178.0;0.0;21.0;0;0;351.0;8.6625;2.0
929;0;3;1069.0;1.0;25.0;0;0;421.0;9.5;2.0
930;0;3;521.0;1.0;29.881137667304014;0;0;104.0;56.4958;2.0
931;0;3;628.0;1.0;39.0;0;1;539.0;13.4167;0.0
932;0;1;411.0;1.0;29.881137667304014;0;0;47.0;26.55;2.0
933;0;3;452.0;1.0;41.0;0;0;873.0;7.85;2.0
934;1;2;268.0;0.0;30.0;0;0;165.0;13.0;2.0
935;1;1;650.0;0.0;45.0;1;0;72.0;52.5542;2.0
936;0;3;944.0;1.0;25.0;0;0;913.0;7.925;2.0
937;0;1;229.0;1.0;45.0;0;0;811.0;29.7;0.0
938;0;3;1080.0;1.0;29.881137667304014;0;0;640.0;7.75;1.0
939;1;1;169.0;0.0;60.0;0;0;81.0;76.2917;0.0
940;1;3;275.0;0.0;36.0;0;2;764.0;15.9;2.0
941;0;1;1116.0;1.0;24.0;1;0;98.0;60.0;2.0
942;0;2;976.0;1.0;27.0;0;0;865.0;15.0333;0.0
943;1;2;544.0;0.0;20.0;2;1;320.0;23.0;2.0
944;1;1;402.0;0.0;28.0;3;2;123.0;263.0;2.0
945;0;2;752.0;1.0;29.881137667304014;0;0;851.0;15.5792;0.0
946;0;3;992.0;1.0;10.0;4;1;659.0;29.125;1.0
947;0;3;265.0;1.0;35.0;0;0;513.0;7.8958;2.0
948;0;3;5.0;1.0;25.0;0;0;480.0;7.65;2.0
949;0;3;312.0;1.0;29.881137667304014;1;0;665.0;16.1;2.0
950;1;1;227.0;0.0;36.0;0;0;824.0;262.375;0.0
951;0;3;329.0;1.0;17.0;0;0;515.0;7.8958;2.0
952;0;2;772.0;1.0;32.0;0;0;164.0;13.5;2.0
953;0;3;128.0;1.0;18.0;0;0;466.0;7.75;2.0
954;1;3;149.0;0.0;22.0;0;0;393.0;7.725;1.0
955;0;1;1035.0;1.0;13.0;2;2;824.0;262.375;0.0
956;1;2;269.0;0.0;29.881137667304014;0;0;784.0;21.0;2.0
957;1;3;172.0;0.0;18.0;0;0;386.0;7.8792;1.0
958;0;1;814.0;1.0;47.0;0;0;61.0;42.4;2.0
959;0;1;1199.0;1.0;31.0;0;0;227.0;28.5375;0.0
960;1;1;406.0;0.0;60.0;1;4;123.0;263.0;2.0
961;1;3;831.0;0.0;24.0;0;0;660.0;7.75;1.0
962;0;3;803.0;1.0;21.0;0;0;494.0;7.8958;2.0
963;1;3;863.0;0.0;29.0;0;0;337.0;7.925;2.0
964;0;1;909.0;1.0;28.5;0;0;801.0;27.7208;0.0
965;1;1;432.0;0.0;35.0;0;0;37.0;211.5;0.0
966;0;1;635.0;1.0;32.5;0;0;37.0;211.5;0.0
967;0;3;796.0;1.0;29.881137667304014;0;0;578.0;8.05;2.0
968;1;1;271.0;0.0;55.0;2;0;77.0;25.7;2.0
969;0;2;16.0;1.0;30.0;0;0;213.0;13.0;2.0
970;1;3;345.0;0.0;24.0;0;0;623.0;7.75;1.0
971;0;3;137.0;1.0;6.0;1;1;273.0;15.2458;0.0
972;0;1;1150.0;1.0;67.0;1;0;797.0;221.7792;2.0
973;0;1;214.0;1.0;49.0;0;0;119.0;26.0;2.0
974;0;3;320.0;1.0;29.881137667304014;0;0;521.0;7.8958;2.0
975;0;2;673.0;1.0;29.881137667304014;0;0;183.0;10.7083;1.0
976;0;3;644.0;1.0;29.881137667304014;1;0;254.0;14.4542;0.0
977;1;3;94.0;0.0;27.0;0;0;372.0;7.8792;1.0
978;1;3;82.0;0.0;18.0;0;0;715.0;8.05;2.0
979;1;3;883.0;0.0;29.881137667304014;0;0;599.0;7.75;1.0
980;0;2;1242.0;1.0;2.0;1;1;318.0;23.0;2.0
981;1;3;359.0;0.0;22.0;1;0;449.0;13.9;2.0
982;0;3;941.0;1.0;29.881137667304014;0;0;414.0;7.775;2.0
983;1;1;303.0;0.0;27.0;1;2;779.0;52.0;2.0
984;0;3;472.0;1.0;29.881137667304014;0;0;653.0;8.05;2.0
985;0;1;124.0;1.0;25.0;0;0;99.0;26.0;0.0
986;0;3;1170.0;1.0;25.0;0;0;548.0;7.7958;2.0
987;1;1;217.0;0.0;76.0;1;0;118.0;78.85;2.0
988;0;3;745.0;1.0;29.0;0;0;897.0;7.925;2.0
989;1;3;152.0;0.0;20.0;0;0;476.0;7.8542;2.0
990;0;3;843.0;1.0;33.0;0;0;707.0;8.05;2.0
991;1;1;1141.0;0.0;43.0;1;0;80.0;55.4417;0.0
992;0;2;1240.0;1.0;27.0;1;0;143.0;26.0;2.0
993;0;3;392.0;1.0;29.881137667304014;0;0;604.0;7.75;1.0
994;0;3;599.0;1.0;26.0;0;0;447.0;7.775;2.0
995;1;3;1179.0;0.0;16.0;1;1;233.0;8.5167;0.0
996;0;3;553.0;1.0;28.0;0;0;771.0;22.525;2.0
997;0;3;168.0;1.0;21.0;0;0;378.0;7.8208;1.0
998;0;3;1033.0;1.0;29.881137667304014;0;0;663.0;7.75;1.0
999;0;3;1268.0;1.0;29.881137667304014;0;0;400.0;8.7125;2.0
1000;0;2;1162.0;1.0;18.5;0;0;210.0;13.0;2.0
1001;0;2;1138.0;1.0;41.0;0;0;172.0;15.0458;0.0
1002;1;3;1084.0;0.0;29.881137667304014;0;0;387.0;7.7792;1.0
1003;1;1;375.0;0.0;36.0;0;0;799.0;31.6792;0.0
1004;1;3;167.0;0.0;18.5;0;0;371.0;7.2833;1.0
1005;1;1;1151.0;0.0;63.0;1;0;797.0;221.7792;2.0
1006;0;3;237.0;1.0;18.0;1;0;275.0;14.4542;0.0
1007;0;3;1177.0;1.0;29.881137667304014;0;0;276.0;6.4375;0.0
1008;1;3;1066.0;0.0;1.0;1;1;839.0;16.7;2.0
1009;0;1;103.0;1.0;36.0;0;0;88.0;75.2417;0.0
1010;1;2;225.0;0.0;29.0;1;0;853.0;26.0;2.0
1011;1;2;1235.0;0.0;12.0;0;0;759.0;15.75;2.0
1012;0;3;646.0;1.0;29.881137667304014;1;0;609.0;7.75;1.0
1013;1;1;1073.0;0.0;35.0;1;0;91.0;57.75;0.0
1014;0;3;213.0;1.0;28.0;0;0;668.0;7.25;2.0
1015;0;3;640.0;1.0;29.881137667304014;0;0;625.0;7.75;1.0
1016;1;3;279.0;0.0;17.0;0;1;647.0;16.1;2.0
1017;0;3;157.0;1.0;22.0;0;0;554.0;7.7958;2.0
1018;1;3;770.0;0.0;29.881137667304014;2;0;608.0;23.25;1.0
1019;0;2;146.0;1.0;42.0;0;0;129.0;13.0;2.0
1020;0;3;957.0;1.0;24.0;0;0;404.0;8.05;2.0
1021;0;3;1132.0;1.0;32.0;0;0;917.0;8.05;2.0
1022;0;1;463.0;1.0;53.0;0;0;48.0;28.5;0.0
1023;1;3;691.0;0.0;29.881137667304014;0;4;671.0;25.4667;2.0
1024;0;3;1176.0;1.0;29.881137667304014;1;0;229.0;6.4375;0.0
1025;0;3;331.0;1.0;43.0;0;0;509.0;7.8958;2.0
1026;0;3;201.0;1.0;24.0;0;0;569.0;7.8542;2.0
1027;0;3;1293.0;1.0;26.5;0;0;250.0;7.225;0.0
1028;0;2;1074.0;1.0;26.0;0;0;202.0;13.0;2.0
1029;1;3;346.0;0.0;23.0;0;0;893.0;8.05;2.0
1030;0;3;461.0;1.0;40.0;1;6;777.0;46.9;2.0
1031;1;3;458.0;0.0;10.0;5;2;777.0;46.9;2.0
1032;1;1;299.0;0.0;33.0;0;0;49.0;151.55;2.0
1033;0;1;1038.0;1.0;61.0;1;3;824.0;262.375;0.0
1034;0;2;104.0;1.0;28.0;0;0;196.0;26.0;2.0
1035;0;1;708.0;1.0;42.0;0;0;114.0;26.55;2.0
1036;0;3;1214.0;1.0;31.0;3;0;417.0;18.0;2.0
1037;0;1;537.0;1.0;29.881137667304014;0;0;109.0;51.8625;2.0
1038;0;3;307.0;1.0;22.0;0;0;852.0;8.05;2.0
1039;0;1;277.0;1.0;29.881137667304014;0;0;57.0;26.55;2.0
1040;0;2;668.0;1.0;30.0;1;1;223.0;26.0;2.0
1041;1;1;360.0;0.0;23.0;0;1;75.0;83.1583;0.0
1042;0;3;761.0;1.0;29.881137667304014;0;0;538.0;7.8958;0.0
1043;0;3;1146.0;1.0;60.5;0;0;631.0;33.29547928134557;2.0
1044;1;3;660.0;0.0;36.0;0;2;565.0;12.1833;2.0
1045;0;3;60.0;1.0;13.0;4;2;454.0;31.3875;2.0
1046;0;3;355.0;1.0;24.0;0;0;846.0;7.55;2.0
1047;1;1;122.0;0.0;29.0;0;0;797.0;221.7792;2.0
1048;1;3;730.0;0.0;23.0;0;0;474.0;7.8542;2.0
1049;0;1;134.0;1.0;42.0;0;0;4.0;26.55;2.0
1050;1;3;937.0;0.0;26.0;0;2;883.0;13.775;2.0
1051;1;3;1120.0;0.0;29.881137667304014;0;0;396.0;7.7333;1.0
1052;0;3;1193.0;1.0;7.0;1;1;244.0;15.2458;0.0
1053;1;2;1282.0;0.0;26.0;0;0;137.0;13.5;2.0
1054;0;3;938.0;1.0;29.881137667304014;0;0;410.0;7.0;2.0
1055;0;2;952.0;1.0;41.0;0;0;166.0;13.0;2.0
1056;1;3;655.0;0.0;26.0;1;1;365.0;22.025;2.0
1057;0;1;153.0;1.0;48.0;0;0;808.0;50.4958;0.0
1058;0;3;397.0;1.0;18.0;2;2;924.0;34.375;2.0
1059;1;1;215.0;0.0;29.881137667304014;0;0;117.0;27.7208;0.0
1060;1;3;525.0;0.0;22.0;0;0;696.0;8.9625;2.0
1061;0;3;718.0;1.0;29.881137667304014;0;0;843.0;7.55;2.0
1062;0;3;1294.0;1.0;27.0;0;0;264.0;7.225;0.0
1063;0;3;358.0;1.0;23.0;1;0;449.0;13.9;2.0
1064;0;3;1190.0;1.0;29.881137667304014;0;0;268.0;7.2292;0.0
1065;0;3;62.0;1.0;40.0;1;5;454.0;31.3875;2.0
1066;1;2;160.0;0.0;15.0;0;2;325.0;39.0;2.0
1067;1;2;1093.0;0.0;20.0;0;0;758.0;36.75;2.0
1068;0;1;1140.0;1.0;54.0;1;0;80.0;55.4417;0.0
1069;1;2;109.0;0.0;36.0;0;3;146.0;39.0;2.0
1070;1;1;258.0;0.0;64.0;0;2;832.0;83.1583;0.0
1071;0;2;773.0;1.0;30.0;0;0;151.0;13.0;2.0
1072;0;1;257.0;1.0;37.0;1;1;832.0;83.1583;0.0
1073;1;1;759.0;0.0;18.0;1;0;45.0;53.1;2.0
1074;0;3;675.0;1.0;29.881137667304014;0;0;700.0;7.75;1.0
1075;1;1;341.0;0.0;27.0;1;1;800.0;247.5208;0.0
1076;0;2;763.0;1.0;40.0;0;0;177.0;16.0;2.0
1077;1;2;964.0;0.0;21.0;0;1;842.0;21.0;2.0
1078;0;3;309.0;1.0;17.0;2;0;718.0;8.05;2.0
1079;1;3;1049.0;0.0;29.881137667304014;8;2;776.0;69.55;2.0
1080;0;2;1219.0;1.0;40.0;0;0;306.0;13.0;2.0
1081;0;2;48.0;1.0;34.0;1;0;142.0;26.0;2.0
1082;0;1;1061.0;1.0;29.881137667304014;0;0;7.0;26.0;2.0
1083;0;3;1304.0;1.0;11.5;1;1;724.0;14.5;2.0
1084;0;2;717.0;1.0;61.0;0;0;159.0;12.35;1.0
1085;0;2;348.0;1.0;8.0;0;2;305.0;32.5;2.0
1086;0;3;624.0;1.0;33.0;0;0;470.0;7.8542;2.0
1087;0;1;1127.0;1.0;6.0;0;2;105.0;134.5;0.0
1088;1;3;865.0;0.0;18.0;0;0;443.0;7.775;2.0
1089;0;2;85.0;1.0;23.0;0;0;755.0;10.5;2.0
1090;1;3;981.0;0.0;29.881137667304014;0;0;682.0;8.1125;2.0
1091;1;3;835.0;0.0;29.881137667304014;0;0;606.0;15.5;1.0
1092;0;3;295.0;1.0;0.33;0;2;457.0;14.4;2.0
1093;0;1;68.0;1.0;47.0;1;0;833.0;227.525;0.0
1094;1;2;978.0;0.0;8.0;1;1;239.0;26.0;2.0
1095;0;2;44.0;1.0;25.0;0;0;760.0;10.5;2.0
1096;0;1;900.0;1.0;29.881137667304014;0;0;780.0;25.7417;0.0
1097;1;3;779.0;0.0;35.0;0;0;703.0;7.75;1.0
1098;0;2;251.0;1.0;24.0;0;0;300.0;10.5;2.0
1099;1;1;1022.0;0.0;33.0;0;0;829.0;27.7208;0.0
1100;0;3;319.0;1.0;25.0;0;0;533.0;7.8958;2.0
1101;0;3;28.0;1.0;32.0;0;0;771.0;22.525;2.0
1102;0;3;383.0;1.0;29.881137667304014;0;0;877.0;7.05;2.0
1103;0;2;314.0;1.0;17.0;0;0;847.0;73.5;2.0
1104;1;2;563.0;0.0;60.0;1;0;185.0;26.0;2.0
1105;1;3;35.0;0.0;38.0;4;2;467.0;7.775;2.0
1106;0;1;518.0;1.0;42.0;0;0;27.0;42.5;2.0
1107;1;3;741.0;0.0;29.881137667304014;0;0;380.0;7.8792;1.0
1108;0;1;1257.0;1.0;57.0;1;1;626.0;164.8667;2.0
1109;1;1;1262.0;0.0;50.0;1;1;37.0;211.5;0.0
1110;0;3;1180.0;1.0;29.881137667304014;0;0;367.0;8.05;2.0
1111;1;2;357.0;0.0;30.0;1;0;860.0;13.8583;0.0
1112;0;3;990.0;1.0;21.0;0;0;405.0;8.05;2.0
1113;1;2;264.0;0.0;22.0;0;0;922.0;10.5;2.0
1114;0;3;623.0;1.0;21.0;0;0;560.0;7.7958;2.0
1115;1;1;193.0;0.0;53.0;0;0;822.0;27.4458;0.0
1116;1;3;826.0;0.0;29.881137667304014;0;2;255.0;15.2458;0.0
1117;0;3;63.0;1.0;23.0;0;0;561.0;7.7958;2.0
1118;1;3;784.0;0.0;29.881137667304014;0;0;634.0;7.75;1.0
1119;0;3;376.0;1.0;40.5;0;0;768.0;15.1;2.0
1120;0;2;546.0;1.0;36.0;0;0;188.0;13.0;2.0
1121;0;2;1163.0;1.0;14.0;0;0;138.0;65.0;2.0
1122;1;1;1267.0;0.0;21.0;0;0;60.0;26.55;2.0
1123;0;3;1264.0;1.0;21.0;1;0;329.0;6.4958;2.0
1124;0;3;713.0;1.0;29.881137667304014;0;0;388.0;7.8792;1.0
1125;0;1;285.0;1.0;39.0;1;0;816.0;71.2833;0.0
1126;0;3;1220.0;1.0;20.0;0;0;571.0;7.8542;2.0
1127;0;1;1232.0;1.0;64.0;1;0;6.0;75.25;0.0
1128;0;3;75.0;1.0;20.0;0;0;274.0;7.225;0.0
1129;1;2;538.0;0.0;18.0;1;1;222.0;13.0;2.0
1130;1;1;342.0;0.0;48.0;1;0;837.0;106.425;0.0
1131;1;1;712.0;0.0;55.0;0;0;22.0;27.7208;0.0
1132;1;2;235.0;0.0;45.0;0;2;175.0;30.0;2.0
1133;0;1;1128.0;1.0;45.0;1;1;105.0;134.5;0.0
1134;0;3;569.0;1.0;29.881137667304014;0;0;435.0;7.8875;2.0
1135;0;3;606.0;1.0;29.881137667304014;1;2;923.0;23.45;2.0
1136;0;1;642.0;1.0;41.0;1;0;110.0;51.8625;2.0
1137;1;2;626.0;0.0;22.0;0;0;784.0;21.0;2.0
1138;0;2;349.0;1.0;42.0;1;1;305.0;32.5;2.0
1139;1;2;551.0;0.0;29.0;1;0;265.0;26.0;2.0
1140;1;3;645.0;0.0;29.881137667304014;1;0;254.0;14.4542;0.0
1141;1;2;1246.0;0.0;0.92;1;2;763.0;27.75;2.0
1142;0;3;8.0;1.0;20.0;0;0;887.0;7.925;2.0
1143;0;1;238.0;1.0;27.0;1;0;94.0;136.7792;0.0
1144;0;3;1059.0;1.0;24.0;0;0;689.0;9.325;2.0
1145;0;3;1245.0;1.0;32.5;0;0;427.0;9.5;2.0
1146;0;3;734.0;1.0;29.881137667304014;0;0;765.0;7.55;2.0
1147;0;3;742.0;1.0;29.881137667304014;0;0;740.0;7.75;1.0
1148;0;3;864.0;1.0;28.0;0;0;586.0;8.05;2.0
1149;1;2;115.0;0.0;19.0;0;0;309.0;13.0;2.0
1150;0;3;795.0;1.0;21.0;0;0;415.0;7.775;2.0
1151;0;3;1297.0;1.0;36.5;1;0;416.0;17.4;2.0
1152;0;3;867.0;1.0;21.0;0;0;570.0;7.8542;2.0
1153;1;2;1244.0;0.0;29.0;0;2;318.0;23.0;2.0
1154;1;3;658.0;0.0;1.0;1;1;565.0;12.1833;2.0
1155;0;2;973.0;1.0;30.0;0;0;762.0;12.7375;0.0
1156;0;3;733.0;1.0;29.881137667304014;0;0;518.0;7.8958;2.0
1157;0;1;232.0;1.0;29.881137667304014;0;0;16.0;0.0;2.0
1158;0;3;1231.0;1.0;29.881137667304014;0;0;766.0;7.55;2.0
1159;1;3;561.0;0.0;29.881137667304014;0;0;708.0;8.05;2.0
1160;0;3;970.0;1.0;17.0;0;0;359.0;8.6625;2.0
1161;0;1;765.0;1.0;46.0;0;0;88.0;75.2417;0.0
1162;0;3;407.0;1.0;29.881137667304014;0;0;619.0;7.75;1.0
1163;1;1;239.0;0.0;26.0;1;0;94.0;136.7792;0.0
1164;1;3;697.0;0.0;29.881137667304014;1;0;637.0;15.5;1.0
1165;0;3;1042.0;1.0;29.881137667304014;0;0;271.0;7.225;0.0
1166;1;2;165.0;0.0;20.0;1;0;162.0;26.0;2.0
1167;0;2;925.0;1.0;28.0;0;0;868.0;10.5;2.0
1168;0;2;380.0;1.0;40.0;1;0;324.0;26.0;2.0
1169;0;2;1228.0;1.0;30.0;1;0;778.0;21.0;2.0
1170;0;2;910.0;1.0;22.0;0;0;920.0;10.5;2.0
1171;1;3;901.0;0.0;23.0;0;0;349.0;8.6625;2.0
1172;0;3;935.0;1.0;0.75;1;1;883.0;13.775;2.0
1173;1;3;386.0;0.0;29.881137667304014;0;0;601.0;7.75;1.0
1174;1;3;1194.0;0.0;9.0;1;1;244.0;15.2458;0.0
1175;1;3;1019.0;0.0;2.0;1;1;632.0;20.2125;2.0
